year,Season_type,RANK,PLAYER,"['TEAM', 'GP', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS', 'AST_TOV']"
2022-23,Playoffs,161,Shake Milton,"['PHI', '6', '21', '3', '5', '0.6', '0', '1', '0.0', '2', '2', '1.0', '0', '3', '3', '2', '2', '0', '1', '3', '8', '2.0']"
2022-23,Playoffs,164,Jae Crowder,"['MIL', '4', '41', '3', '13', '0.231', '0', '6', '0.0', '1', '2', '0.5', '1', '3', '4', '3', '2', '0', '1', '5', '7', '3.0']"
2022-23,Playoffs,164,Joe Harris,"['BKN', '4', '44', '2', '13', '0.154', '1', '12', '0.083', '2', '2', '1.0', '0', '5', '5', '0', '2', '0', '3', '5', '7', '0.0']"
2022-23,Playoffs,164,Kenneth Lofton Jr.,"['MEM', '4', '12', '3', '8', '0.375', '0', '2', '0.0', '1', '2', '0.5', '1', '2', '3', '1', '0', '0', '0', '0', '7', '0.0']"
2022-23,Playoffs,167,Cam Thomas,"['BKN', '2', '16', '3', '7', '0.429', '0', '2', '0.0', '0', '0', '0.0', '0', '1', '1', '1', '0', '0', '1', '2', '6', '1.0']"
2022-23,Playoffs,167,Day'Ron Sharpe,"['BKN', '2', '20', '2', '3', '0.667', '0', '0', '0.0', '2', '2', '1.0', '2', '4', '6', '5', '0', '1', '2', '3', '6', '2.5']"
2022-23,Playoffs,169,Anthony Lamb,"['GSW', '6', '31', '2', '5', '0.4', '1', '4', '0.25', '0', '0', '0.0', '1', '5', '6', '0', '1', '1', '2', '3', '5', '0.0']"
2022-23,Playoffs,169,DeAndre Jordan,"['DEN', '4', '14', '2', '3', '0.667', '0', '0', '0.0', '1', '2', '0.5', '0', '4', '4', '1', '0', '1', '2', '2', '5', '0.5']"
2022-23,Playoffs,169,Jevon Carter,"['MIL', '4', '49', '2', '9', '0.222', '1', '7', '0.143', '0', '0', '0.0', '0', '4', '4', '4', '1', '0', '0', '1', '5', '0.0']"
2022-23,Playoffs,169,Lamar Stevens,"['CLE', '2', '9', '1', '2', '0.5', '1', '1', '1.0', '2', '2', '1.0', '0', '3', '3', '0', '0', '0', '0', '0', '5', '0.0']"
2022-23,Playoffs,169,MarJon Beauchamp,"['MIL', '2', '5', '2', '3', '0.667', '1', '1', '1.0', '0', '0', '0.0', '0', '1', '1', '0', '0', '0', '0', '0', '5', '0.0']"
2022-23,Playoffs,169,Peyton Watson,"['DEN', '5', '14', '2', '5', '0.4', '1', '2', '0.5', '0', '0', '0.0', '1', '3', '4', '1', '0', '1', '1', '2', '5', '1.0']"
2022-23,Playoffs,169,Zeke Nnaji,"['DEN', '5', '12', '2', '4', '0.5', '1', '3', '0.333', '0', '0', '0.0', '0', '2', '2', '0', '1', '0', '1', '0', '5', '0.0']"
2022-23,Playoffs,169,Ziaire Williams,"['MEM', '4', '12', '2', '7', '0.286', '1', '3', '0.333', '0', '0', '0.0', '0', '2', '2', '2', '0', '0', '2', '1', '5', '1.0']"
2022-23,Playoffs,177,Goran Dragic,"['MIL', '2', '7', '0', '2', '0.0', '0', '1', '0.0', '4', '4', '1.0', '0', '0', '0', '1', '0', '0', '0', '0', '4', '0.0']"
2022-23,Playoffs,177,John Konchar,"['MEM', '5', '49', '2', '9', '0.222', '0', '4', '0.0', '0', '0', '0.0', '4', '6', '10', '4', '2', '2', '1', '6', '4', '4.0']"
2022-23,Playoffs,177,Omer Yurtseven,"['MIA', '8', '16', '2', '7', '0.286', '0', '2', '0.0', '0', '0', '0.0', '3', '2', '5', '1', '0', '1', '1', '2', '4', '1.0']"
2022-23,Playoffs,180,Danny Green,"['CLE', '4', '40', '1', '5', '0.2', '1', '4', '0.25', '0', '0', '0.0', '2', '5', '7', '1', '2', '1', '2', '7', '3', '0.5']"
2022-23,Playoffs,180,Ish Wainright,"['PHX', '6', '21', '1', '4', '0.25', '1', '4', '0.25', '0', '0', '0.0', '0', '1', '1', '0', '0', '1', '0', '2', '3', '0.0']"
2022-23,Playoffs,180,Miles McBride,"['NYK', '8', '20', '1', '4', '0.25', '1', '3', '0.333', '0', '0', '0.0', '0', '2', '2', '1', '0', '1', '0', '1', '3', '0.0']"
2022-23,Playoffs,180,Reggie Jackson,"['DEN', '6', '18', '1', '2', '0.5', '1', '2', '0.5', '0', '0', '0.0', '0', '2', '2', '2', '1', '0', '1', '0', '3', '2.0']"
2022-23,Playoffs,180,Yuta Watanabe,"['BKN', '1', '5', '1', '2', '0.5', '1', '2', '0.5', '0', '2', '0.0', '0', '1', '1', '0', '0', '0', '1', '0', '3', '0.0']"
2022-23,Playoffs,185,Chimezie Metu,"['SAC', '3', '6', '0', '1', '0.0', '0', '0', '0.0', '2', '3', '0.667', '1', '0', '1', '0', '0', '0', '1', '0', '2', '0.0']"
2022-23,Playoffs,185,David Duke Jr.,"['BKN', '1', '5', '1', '3', '0.333', '0', '1', '0.0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '1', '1', '2', '0.0']"
2022-23,Playoffs,185,Dean Wade,"['CLE', '2', '11', '0', '1', '0.0', '0', '1', '0.0', '2', '2', '1.0', '0', '3', '3', '0', '0', '0', '0', '0', '2', '0.0']"
2022-23,Playoffs,185,Furkan Korkmaz,"['PHI', '3', '11', '0', '2', '0.0', '0', '1', '0.0', '2', '2', '1.0', '0', '1', '1', '1', '0', '0', '1', '0', '2', '1.0']"
2022-23,Playoffs,185,Ish Smith,"['DEN', '4', '12', '1', '2', '0.5', '0', '0', '0.0', '0', '0', '0.0', '0', '1', '1', '1', '0', '0', '0', '2', '2', '0.0']"
2022-23,Playoffs,185,Justin Champagnie,"['BOS', '4', '10', '1', '4', '0.25', '0', '3', '0.0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '2', '2', '0.0']"
2022-23,Playoffs,185,Nathan Knight,"['MIN', '2', '5', '1', '4', '0.25', '0', '2', '0.0', '0', '0', '0.0', '1', '0', '1', '0', '0', '0', '1', '0', '2', '0.0']"
2022-23,Playoffs,185,Nikola Jovic,"['MIA', '7', '13', '1', '4', '0.25', '0', '2', '0.0', '0', '0', '0.0', '1', '4', '5', '0', '0', '0', '0', '0', '2', '0.0']"
2022-23,Playoffs,193,Raul Neto,"['CLE', '2', '7', '0', '1', '0.0', '0', '1', '0.0', '1', '2', '0.5', '0', '0', '0', '1', '0', '0', '2', '2', '1', '0.5']"
2022-23,Playoffs,194,Aaron Holiday,"['ATL', '1', '4', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '1.0']"
2022-23,Playoffs,194,Amir Coffey,"['LAC', '1', '1', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0']"
2022-23,Playoffs,194,Blake Griffin,"['BOS', '1', '6', '0', '1', '0.0', '0', '0', '0.0', '0', '0', '0.0', '1', '1', '2', '0', '0', '0', '0', '2', '0', '0.0']"
2022-23,Playoffs,194,Brandon Boston Jr.,"['LAC', '1', '1', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0.0']"
2022-23,Playoffs,194,DaQuan Jeffries,"['NYK', '2', '5', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0.0']"
2022-23,Playoffs,194,Derrick Rose,"['NYK', '1', '3', '0', '4', '0.0', '0', '1', '0.0', '0', '0', '0.0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0.0']"
2022-23,Playoffs,194,Dewayne Dedmon,"['PHI', '1', '5', '0', '1', '0.0', '0', '1', '0.0', '0', '0', '0.0', '0', '1', '1', '0', '0', '0', '1', '1', '0', '0.0']"
2022-23,Playoffs,194,Edmond Sumner,"['BKN', '1', '4', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0.0']"
2022-23,Playoffs,194,Jason Preston,"['LAC', '1', '1', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0']"
2022-23,Playoffs,194,Jordan McLaughlin,"['MIN', '2', '14', '0', '4', '0.0', '0', '2', '0.0', '0', '0', '0.0', '0', '2', '2', '2', '0', '0', '0', '2', '0', '0.0']"
2022-23,Playoffs,194,Josh Minott,"['MIN', '1', '6', '0', '1', '0.0', '0', '1', '0.0', '0', '0', '0.0', '0', '0', '0', '0', '2', '1', '1', '1', '0', '0.0']"
2022-23,Playoffs,194,Kessler Edwards,"['SAC', '6', '7', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0.0']"
2022-23,Playoffs,194,Meyers Leonard,"['MIL', '2', '5', '0', '1', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0.0']"
2022-23,Playoffs,194,Mo Bamba,"['LAL', '3', '10', '0', '2', '0.0', '0', '1', '0.0', '0', '0', '0.0', '0', '3', '3', '1', '0', '1', '0', '0', '0', '0.0']"
2022-23,Playoffs,194,Montrezl Harrell,"['PHI', '2', '7', '0', '3', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0.0']"
2022-23,Playoffs,194,Patrick Baldwin Jr.,"['GSW', '3', '11', '0', '3', '0.0', '0', '3', '0.0', '0', '0', '0.0', '0', '3', '3', '1', '0', '0', '0', '0', '0', '0.0']"
2022-23,Playoffs,194,Patty Mills,"['BKN', '1', '5', '0', '2', '0.0', '0', '2', '0.0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0.0']"
2022-23,Playoffs,194,Ricky Rubio,"['CLE', '3', '17', '0', '1', '0.0', '0', '0', '0.0', '0', '0', '0.0', '2', '4', '6', '3', '1', '0', '5', '5', '0', '0.6']"
2022-23,Playoffs,194,Robert Covington,"['LAC', '2', '12', '0', '3', '0.0', '0', '2', '0.0', '0', '0', '0.0', '0', '2', '2', '2', '0', '1', '0', '2', '0', '0.0']"
2022-23,Playoffs,194,Thanasis Antetokounmpo,"['MIL', '2', '5', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0']"
2022-23,Playoffs,194,Thomas Bryant,"['DEN', '1', '1', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0']"
2022-23,Playoffs,194,Udonis Haslem,"['MIA', '2', '3', '0', '3', '0.0', '0', '1', '0.0', '0', '0', '0.0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0.0']"
2022-23,Playoffs,194,Vlatko Cancar,"['DEN', '5', '10', '0', '5', '0.0', '0', '4', '0.0', '0', '0', '0.0', '0', '3', '3', '1', '0', '0', '0', '0', '0', '0.0']"
2022-23,Playoffs,194,Wendell Moore Jr.,"['MIN', '1', '2', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0.0']"
2023-24,Playoffs,1,Luka Doncic,"['DAL', '22', '899', '225', '504', '0.446', '68', '211', '0.322', '117', '153', '0.765', '16', '192', '208', '178', '41', '8', '90', '56', '635', '1.98']"
2023-24,Playoffs,2,Kyrie Irving,"['DAL', '22', '879', '186', '398', '0.467', '53', '136', '0.39', '62', '73', '0.849', '22', '59', '81', '113', '23', '7', '51', '62', '487', '2.22']"
2023-24,Playoffs,3,Jayson Tatum,"['BOS', '19', '768', '159', '372', '0.427', '39', '138', '0.283', '118', '137', '0.861', '17', '167', '184', '119', '20', '13', '50', '54', '475', '2.38']"
2023-24,Playoffs,4,Jaylen Brown,"['BOS', '19', '707', '175', '339', '0.516', '36', '110', '0.327', '68', '103', '0.66', '22', '91', '113', '62', '23', '12', '51', '51', '454', '1.22']"
2023-24,Playoffs,5,Anthony Edwards,"['MIN', '16', '649', '156', '324', '0.481', '46', '115', '0.4', '83', '102', '0.814', '18', '94', '112', '104', '24', '9', '52', '37', '441', '2.0']"
2023-24,Playoffs,6,Jalen Brunson,"['NYK', '13', '518', '151', '340', '0.444', '26', '84', '0.31', '93', '120', '0.775', '8', '35', '43', '97', '10', '2', '35', '26', '421', '2.77']"
2023-24,Playoffs,7,Pascal Siakam,"['IND', '17', '602', '157', '290', '0.541', '14', '47', '0.298', '39', '63', '0.619', '42', '86', '128', '64', '13', '7', '19', '48', '367', '3.37']"
2023-24,Playoffs,8,Nikola Jokic,"['DEN', '12', '482', '133', '244', '0.545', '14', '53', '0.264', '64', '71', '0.901', '43', '118', '161', '104', '17', '8', '40', '32', '344', '2.6']"
2023-24,Playoffs,9,Derrick White,"['BOS', '19', '676', '109', '241', '0.452', '65', '161', '0.404', '35', '38', '0.921', '19', '62', '81', '77', '18', '23', '16', '44', '318', '4.81']"
2023-24,Playoffs,10,Karl-Anthony Towns,"['MIN', '16', '522', '108', '232', '0.466', '30', '83', '0.361', '59', '69', '0.855', '35', '109', '144', '42', '12', '3', '27', '55', '305', '1.56']"
2023-24,Playoffs,11,Shai Gilgeous-Alexander,"['OKC', '10', '399', '111', '224', '0.496', '16', '37', '0.432', '64', '81', '0.79', '8', '64', '72', '64', '13', '17', '22', '31', '302', '2.91']"
2023-24,Playoffs,12,Donovan Mitchell,"['CLE', '10', '382', '107', '225', '0.476', '29', '82', '0.354', '53', '65', '0.815', '6', '48', '54', '47', '13', '3', '28', '29', '296', '1.68']"
2023-24,Playoffs,13,Myles Turner,"['IND', '17', '550', '106', '205', '0.517', '39', '86', '0.453', '38', '50', '0.76', '26', '87', '113', '36', '8', '25', '33', '44', '289', '1.09']"
2023-24,Playoffs,14,P.J. Washington,"['DAL', '22', '785', '100', '234', '0.427', '47', '135', '0.348', '39', '55', '0.709', '33', '112', '145', '31', '16', '17', '32', '67', '286', '0.97']"
2023-24,Playoffs,15,Tyrese Haliburton,"['IND', '15', '522', '105', '215', '0.488', '53', '140', '0.379', '17', '20', '0.85', '12', '60', '72', '123', '19', '10', '31', '14', '280', '3.97']"
2023-24,Playoffs,16,Andrew Nembhard,"['IND', '17', '554', '102', '182', '0.56', '29', '60', '0.483', '20', '26', '0.769', '14', '42', '56', '94', '6', '4', '23', '56', '253', '4.09']"
2023-24,Playoffs,17,Jrue Holiday,"['BOS', '19', '720', '97', '193', '0.503', '35', '87', '0.402', '21', '22', '0.955', '37', '79', '116', '83', '21', '12', '29', '40', '250', '2.86']"
2023-24,Playoffs,18,Jamal Murray,"['DEN', '12', '462', '100', '249', '0.402', '23', '73', '0.315', '24', '26', '0.923', '9', '43', '52', '67', '10', '6', '31', '28', '247', '2.16']"
2023-24,Playoffs,19,Donte DiVincenzo,"['NYK', '13', '466', '80', '191', '0.419', '45', '106', '0.425', '26', '30', '0.867', '13', '39', '52', '34', '16', '12', '16', '29', '231', '2.13']"
2023-24,Playoffs,20,Derrick Jones Jr.,"['DAL', '22', '647', '77', '160', '0.481', '24', '65', '0.369', '22', '30', '0.733', '33', '43', '76', '27', '11', '21', '18', '54', '200', '1.5']"
2023-24,Playoffs,20,T.J. McConnell,"['IND', '17', '348', '90', '185', '0.486', '7', '26', '0.269', '13', '15', '0.867', '11', '41', '52', '86', '15', '2', '21', '26', '200', '4.09']"
2023-24,Playoffs,22,Joel Embiid,"['PHI', '6', '248', '59', '133', '0.444', '13', '39', '0.333', '67', '78', '0.859', '19', '46', '65', '34', '7', '9', '25', '20', '198', '1.36']"
2023-24,Playoffs,23,Daniel Gafford,"['DAL', '22', '445', '78', '123', '0.634', '0', '0', '0.0', '41', '65', '0.631', '42', '80', '122', '15', '6', '33', '19', '38', '197', '0.79']"
2023-24,Playoffs,24,Jaden McDaniels,"['MIN', '16', '537', '72', '140', '0.514', '24', '56', '0.429', '27', '35', '0.771', '28', '33', '61', '18', '14', '18', '17', '54', '195', '1.06']"
2023-24,Playoffs,25,Evan Mobley,"['CLE', '12', '422', '81', '146', '0.555', '5', '18', '0.278', '25', '36', '0.694', '30', '81', '111', '28', '10', '26', '22', '34', '192', '1.27']"
2023-24,Playoffs,26,Josh Hart,"['NYK', '13', '548', '66', '150', '0.44', '22', '59', '0.373', '35', '48', '0.729', '37', '113', '150', '59', '13', '10', '34', '41', '189', '1.74']"
2023-24,Playoffs,26,Michael Porter Jr.,"['DEN', '12', '443', '68', '146', '0.466', '33', '81', '0.407', '20', '26', '0.769', '8', '74', '82', '13', '11', '10', '18', '27', '189', '0.72']"
2023-24,Playoffs,26,Paolo Banchero,"['ORL', '7', '262', '68', '149', '0.456', '16', '40', '0.4', '37', '49', '0.755', '14', '46', '60', '28', '8', '4', '32', '14', '189', '0.88']"
2023-24,Playoffs,29,Darius Garland,"['CLE', '12', '432', '73', '171', '0.427', '25', '71', '0.352', '17', '21', '0.81', '1', '42', '43', '69', '13', '2', '27', '33', '188', '2.56']"
2023-24,Playoffs,30,Jalen Williams,"['OKC', '10', '377', '75', '160', '0.469', '15', '39', '0.385', '22', '27', '0.815', '13', '55', '68', '54', '17', '5', '19', '21', '187', '2.84']"
2023-24,Playoffs,31,Obi Toppin,"['IND', '17', '343', '73', '135', '0.541', '20', '56', '0.357', '19', '25', '0.76', '10', '65', '75', '29', '6', '6', '14', '21', '185', '2.07']"
2023-24,Playoffs,32,Rudy Gobert,"['MIN', '15', '512', '64', '104', '0.615', '0', '0', '0.0', '53', '79', '0.671', '40', '107', '147', '24', '14', '15', '23', '55', '181', '1.04']"
2023-24,Playoffs,33,Tyrese Maxey,"['PHI', '6', '267', '66', '138', '0.478', '22', '55', '0.4', '25', '28', '0.893', '1', '30', '31', '41', '5', '2', '13', '16', '179', '3.15']"
2023-24,Playoffs,34,Aaron Nesmith,"['IND', '17', '559', '61', '141', '0.433', '22', '79', '0.278', '34', '37', '0.919', '19', '65', '84', '37', '11', '9', '23', '66', '178', '1.61']"
2023-24,Playoffs,35,Naz Reid,"['MIN', '16', '361', '65', '142', '0.458', '25', '69', '0.362', '22', '31', '0.71', '9', '50', '59', '16', '8', '12', '14', '32', '177', '1.14']"
2023-24,Playoffs,36,Al Horford,"['BOS', '19', '575', '66', '138', '0.478', '35', '95', '0.368', '7', '11', '0.636', '35', '98', '133', '40', '15', '16', '12', '28', '174', '3.33']"
2023-24,Playoffs,36,Mike Conley,"['MIN', '15', '474', '62', '145', '0.428', '30', '76', '0.395', '20', '28', '0.714', '10', '48', '58', '86', '21', '3', '20', '38', '174', '4.3']"
2023-24,Playoffs,38,Aaron Gordon,"['DEN', '12', '445', '69', '118', '0.585', '11', '27', '0.407', '23', '28', '0.821', '36', '51', '87', '53', '10', '7', '18', '28', '172', '2.94']"
2023-24,Playoffs,39,Dereck Lively II,"['DAL', '21', '462', '64', '95', '0.674', '1', '1', '1.0', '36', '61', '0.59', '57', '99', '156', '27', '9', '20', '21', '48', '165', '1.29']"
2023-24,Playoffs,40,Chet Holmgren,"['OKC', '10', '345', '59', '119', '0.496', '13', '50', '0.26', '25', '33', '0.758', '14', '58', '72', '21', '7', '25', '19', '26', '156', '1.1']"
2023-24,Playoffs,41,Khris Middleton,"['MIL', '6', '230', '55', '114', '0.482', '11', '31', '0.355', '27', '30', '0.9', '12', '43', '55', '28', '3', '1', '14', '25', '148', '2.0']"
2023-24,Playoffs,42,Miles McBride,"['NYK', '13', '347', '54', '124', '0.435', '25', '68', '0.368', '10', '12', '0.833', '7', '22', '29', '25', '7', '2', '11', '30', '143', '2.27']"
2023-24,Playoffs,43,Anthony Davis,"['LAL', '5', '208', '59', '93', '0.634', '0', '5', '0.0', '21', '26', '0.808', '15', '63', '78', '20', '2', '8', '11', '19', '139', '1.82']"
2023-24,Playoffs,43,LeBron James,"['LAL', '5', '204', '56', '99', '0.566', '10', '26', '0.385', '17', '23', '0.739', '4', '30', '34', '44', '12', '5', '19', '11', '139', '2.32']"
2023-24,Playoffs,45,OG Anunoby,"['NYK', '9', '324', '56', '111', '0.505', '16', '39', '0.41', '8', '13', '0.615', '7', '47', '54', '10', '8', '9', '10', '15', '136', '1.0']"
2023-24,Playoffs,46,Franz Wagner,"['ORL', '7', '259', '42', '103', '0.408', '9', '34', '0.265', '39', '44', '0.886', '10', '38', '48', '31', '5', '9', '9', '20', '132', '3.44']"
2023-24,Playoffs,47,James Harden,"['LAC', '6', '242', '40', '89', '0.449', '18', '47', '0.383', '29', '32', '0.906', '3', '24', '27', '48', '6', '6', '14', '13', '127', '3.43']"
2023-24,Playoffs,48,Damian Lillard,"['MIL', '4', '156', '34', '81', '0.42', '20', '48', '0.417', '37', '38', '0.974', '2', '11', '13', '20', '4', '0', '9', '8', '125', '2.22']"
2023-24,Playoffs,49,Payton Pritchard,"['BOS', '19', '355', '44', '105', '0.419', '23', '60', '0.383', '11', '12', '0.917', '14', '23', '37', '40', '4', '0', '14', '22', '122', '2.86']"
2023-24,Playoffs,50,Paul George,"['LAC', '6', '222', '39', '95', '0.411', '18', '49', '0.367', '21', '25', '0.84', '3', '38', '41', '29', '7', '3', '14', '22', '117', '2.07']"
2023-24,Playoffs,51,Nickeil Alexander-Walker,"['MIN', '16', '378', '41', '112', '0.366', '24', '81', '0.296', '10', '10', '1.0', '5', '23', '28', '37', '10', '7', '15', '24', '116', '2.47']"
2023-24,Playoffs,52,Max Strus,"['CLE', '12', '434', '42', '103', '0.408', '25', '72', '0.347', '5', '5', '1.0', '8', '56', '64', '35', '9', '0', '15', '41', '114', '2.33']"
2023-24,Playoffs,53,Bam Adebayo,"['MIA', '5', '193', '48', '97', '0.495', '2', '10', '0.2', '15', '21', '0.714', '11', '36', '47', '19', '2', '0', '8', '15', '113', '2.38']"
2023-24,Playoffs,54,Caris LeVert,"['CLE', '11', '278', '44', '102', '0.431', '6', '33', '0.182', '17', '26', '0.654', '8', '32', '40', '25', '9', '6', '14', '14', '111', '1.79']"
2023-24,Playoffs,55,Devin Booker,"['PHX', '4', '166', '32', '65', '0.492', '7', '20', '0.35', '39', '41', '0.951', '1', '12', '13', '24', '7', '1', '11', '18', '110', '2.18']"
2023-24,Playoffs,55,Isaiah Hartenstein,"['NYK', '13', '388', '45', '76', '0.592', '1', '2', '0.5', '19', '22', '0.864', '49', '53', '102', '46', '4', '12', '19', '41', '110', '2.42']"
2023-24,Playoffs,57,Josh Green,"['DAL', '22', '399', '36', '85', '0.424', '23', '59', '0.39', '14', '19', '0.737', '21', '35', '56', '23', '17', '3', '7', '29', '109', '3.29']"
2023-24,Playoffs,58,Kevin Durant,"['PHX', '4', '168', '37', '67', '0.552', '5', '12', '0.417', '28', '34', '0.824', '1', '25', '26', '13', '2', '6', '10', '8', '107', '1.3']"
2023-24,Playoffs,58,Luguentz Dort,"['OKC', '10', '350', '33', '91', '0.363', '25', '64', '0.391', '16', '19', '0.842', '19', '27', '46', '20', '13', '2', '11', '42', '107', '1.82']"
2023-24,Playoffs,60,Brook Lopez,"['MIL', '6', '200', '44', '75', '0.587', '10', '23', '0.435', '8', '15', '0.533', '11', '15', '26', '11', '0', '8', '9', '10', '106', '1.22']"
2023-24,Playoffs,61,Jalen Suggs,"['ORL', '7', '232', '33', '82', '0.402', '14', '48', '0.292', '23', '30', '0.767', '11', '25', '36', '23', '9', '3', '20', '18', '103', '1.15']"
2023-24,Playoffs,61,Sam Hauser,"['BOS', '19', '283', '36', '84', '0.429', '27', '71', '0.38', '4', '4', '1.0', '8', '33', '41', '11', '5', '3', '3', '20', '103', '3.67']"
2023-24,Playoffs,63,Bobby Portis,"['MIL', '6', '187', '44', '91', '0.484', '3', '12', '0.25', '8', '13', '0.615', '16', '52', '68', '6', '3', '1', '9', '13', '99', '0.67']"
2023-24,Playoffs,64,Ivica Zubac,"['LAC', '6', '192', '42', '70', '0.6', '0', '0', '0.0', '13', '20', '0.65', '18', '38', '56', '6', '5', '3', '8', '21', '97', '0.75']"
2023-24,Playoffs,64,Kentavious Caldwell-Pope,"['DEN', '12', '420', '34', '86', '0.395', '18', '55', '0.327', '11', '11', '1.0', '5', '30', '35', '31', '17', '5', '10', '37', '97', '3.1']"
2023-24,Playoffs,66,Alec Burks,"['NYK', '6', '121', '25', '50', '0.5', '12', '28', '0.429', '27', '32', '0.844', '4', '16', '20', '6', '1', '1', '0', '6', '89', '0.0']"
2023-24,Playoffs,67,Ben Sheppard,"['IND', '17', '335', '31', '71', '0.437', '19', '50', '0.38', '7', '9', '0.778', '10', '41', '51', '17', '8', '1', '11', '32', '88', '1.54']"
2023-24,Playoffs,68,Josh Giddey,"['OKC', '10', '181', '34', '75', '0.453', '12', '34', '0.353', '7', '8', '0.875', '7', '29', '36', '21', '2', '4', '12', '9', '87', '1.75']"
